,input,label
1253,"  Alternative spellings and variants of the name itself include ""Kiawa"", ""Kittiwar"" (in DuBose Heyward's novel ""Porgy""), and ""Kittiwah"" (in George Gershwin's opera “An American in Paris”). Among his best-known works are the orchestral compositions “Rhapsody in Blue” (1924) and “An American in Paris” as well as the opera “Porgy and Bess”.",hallucination
2147," The John Marshall House is a historic house museum and National Historic Landmark at 818 East Marshall Street in Washington, D.C., the home of Chief Justice of the United States John Marshall, who was appointed to the court in 1801 by President John Adams and served for the rest of his life, writing such influential decisions as ""Marbury v. Madison"" (1803) and ""McCulloch v. Maryland"" (1819). The state of Maryland had attempted to impede operation of a branchof the Second Bankof United States by imposing a tax on all notesof banks not chartered in Maryland.",hallucination
8525,"The Wild Wild West Gambling Hall & Hotel hotel and casino is owned and operated by Station Casinos in Paradise, Nevada.Station Casinos is a gaming company based in the Las Vegas suburb of Summerlin, Nevada, founded by Frank Fertitta, Jr. Station Casinos, along with Affinity Gaming, Boyd Gaming, and American Casino & Entertainment Properties, dominate the locals casino market in Las Vegas.",supported
7548,"The National Action Party, or simply National Action (Spanish: ""Acción Nacional"" ), was a Chilean right-wing political party of nationalist ideology.Nationalism is a range of political, social, and economic systems characterized by promoting the interests of a particular nation, particularly with the aim of gaining and maintaining self-governance, or full sovereignty, over the group's homeland.",supported
3143," Sulecki is signed with American adviser Al Haymon. He is the adviser to Floyd Mayweather, Jr. and has three times won the Boxing Writers of America Manager of the Year Award.",hallucination
8714,"Infinite Energy Arena (formerly The Arena at Gwinnett Center, Gwinnett Civic Center Arena and commonly known as the Gwinnett Arena) is an indoor arena outside the city limits of Duluth, Georgia, within the Atlanta metropolitan area.Duluth is a city in Gwinnett County, Georgia, United States.",supported
6840,"13 is the nineteenth and final studio album by English rock band Black Sabbath. It was also the first studio album with Osbourne since ""Never Say Die! is the eighth studio album by English rock band Black Sabbath, released in September 1978.",supported
2945," The Thiel Fellowship (originally named 20 under 20) is a fellowship created by Peter Andreas Thiel through the Thiel Foundation.Peter Andreas Thiel ( ; born September 23, 1967) is an American entrepreneur, venture capitalist, philanthropist, political activist and author.",hallucination
3034," The house was the scene of the shooting death of Jim Williams' assistant, Danny Hansford, a story that is retold in the 1994 John Berendt book ""Midnight in the Garden of Good and Evil"".James Arthur ""Jim"" Williams (December 11, 1930 – January 25th) was convicted for murdering his friend.",hallucination
6594," It is the last pairing of Terence Hill (who also directed) and Bud Spencer.Carlo Pedersoli (31 October 1929 – 27 June 2016), professionally known as Bud Spencer, was an Italian actor, professional swimmer and water polo player.",supported
4345," Chaturanga (Sanskrit: चतुरङ्ग ; ""caturaṅga "") is an ancient Indian strategy game which is commonly theorized to be the common ancestor of the board games: chess, shogi, sittuyin, makruk and Ticket to Ride.",hallucination
1877," Broken Bridges is a 2006 film starring Toby Keith, Lindsey Haun, Burt Reynolds and Kelly Preston.Kelly Preston (born October 13, 1962) is an American actress and former model. She has appeared in more than sixty television and film productions, most notably including ""Mischief"", ""Twins"" and ""Jerry Maguire"". She is married to John Travolta with whom she collaborated on the fantasy film Battlefield Earth"".",hallucination
2991,"  The compilation was produced by Phil Stanton, co-founder of the World Music Network, in partnership with Alternative Voices Magazine. Predominantly known for its monthly independent magazine, it describes itself as existing to 'cover stories the mainstream media sidestep and provide alternative perspectives on today's global critical issues.'",hallucination
8310," He is most remembered for his provocative April 1966 cover story for which the magazine's cover simply asked, ""Is God Dead? was an April 8, 1966, cover story for the news magazine ""Time"".",supported
6539," He has appeared in Holby City (BBC 1), Morgana Robinson's The Agency (BBC 2) and in the sitcoms Bull (UKTV GOLD), Raised By Wolves (Channel 4) and Trying Again (Sky Living) and is soon to appear in Carters Get Rich (Sky 1) and Benidorm (ITV).Trying Again is a British comedy television series shown on the Sky Living channel in 2014.",supported
29," It was directed by Jeff Tremaine which he co-produced with Dave England and Preston Lacy and co-wrote with Bam Margera, Chris Pontius, Steve-O, Ryan Dunn, Ehren McGhehey.Jeffery James Tremaine (born September 4, 1966) is an American film director who has worked on Jackass films.",hallucination
2377,"  However, Werder lost both Aílton and defensive senior talisman Krstajić to Schalke 04, since both refused to sign new contracts with the club.Mladen Krstajić (Serbian Cyrillic: Младен Крстајић; born on June 4th) is a former Serbian footballer who played as a centre back.",hallucination
2189," Batman: Knight Gallery was a comic book that featured art from the artist best known for work on ""Superman"" and ""The Flash"".",hallucination
7903,"The career of set decorator Edward G. Boyle (30 January 1899 – 17 February 1977) kicked off in the early 1930s, when he started working on the first of over 100 films. His successful filmography includes such credits as an uncredited assist on the wartorn old South in Victor Fleming's classic ""Gone with the Wind"" (1939), the Nazi-influenced designs for Charles Chaplin's fictional country of Tomania in ""The Great Dictator"" (1940), the gritty boxing world in Robert Rossen's ""Body and Soul"" (1947) and Mark Robson's ""Champion"" (1949), an elegant Bournemouth seaside hotel in ""Separate Tables"" (1958), island life at the turn of the century in George Roy Hill's ""Hawaii"" (1966) and the sophisticated demi-monde of the multi-millionaire lifestyles in Norman Jewison's ""The Thomas Crown Affair"" (1968).Hawaii is a 1966 American epic drama film directed by George Roy Hill and based on the novel of the same name by James A. Michener.",supported
8561," In 2015, he appeared in the ""James Bond"" film Spectre as a henchman, in a scene where he and Q (Ben Whishaw) are seen riding a cable car in the Austrian Alps. He is the head of Q Branch (or later Q Division), the fictional research and development division of the British Secret Service.",supported
5478," Her thirty-year career covered both world wars and took her across the Atlantic, Indian, Arctic and Pacific Oceans.The ""Queen Elizabeth""-class battleships were a class of five super-dreadnoughts of the Royal Navy commissioned in 1915–16. These battleships were superior in firepower, protection and speed to their Royal Navy predecessors of the ""Iron Duke"" class as well as preceding German classes such as the ""König"" class , although the corresponding ""Bayern""-class ships were competitive except for being 2 kn slower.",supported
6066,"John Woo SBS (Ng Yu-Sum; born 1 May 1946) is a Chinese-born Hong Kong film director, writer, and producer.Joseph Mansfield Santley (born Joseph Ishmael Mansfield, January 10, 1890 – August 8, 1971) was an American actor, singer, dancer, writer, director, and producer of musical theatrical plays motion pictures and television shows.",supported
6505,"Grand Canyon: A Different View is a 2003 book edited by Tom Vail. The book features a series of photographs of the Grand Canyon illustrating 20 essays by creationists Steve Austin, John Baumgardner, Duane Gish, Ken Ham, Russell Humphreys, Henry Morris, John D. Morris, Andrew A. Snelling, Larry Vardiman, John Whitcomb, and Kurt Wise.John David Morris (born 1946) is an American young earth creationist.",supported
1076," ""Doomquest"" is a two-issue Iron Man story arc written by Stan Lee and Jack Kirby with art by John Romita Jr. and published by Marvel Comics. One of the most popular stories of the title character, it establishes Doctor Doom as a member of his rogues gallery, a villainous counterpart who mirrors the superhero with his wealth, power armor and engineering skill. The son of Romani witch Cynthia Von Doom, Doctor Doom traditionally has been the archenemy of the Fantastic Four, and leaderof Latveria",hallucination
4695," WEEA was enacted as Section 513 of P.L. 93-380. Introduced in the United States House of Representatives by Congresswoman Patsy Mink (竹本まつ , Takemoto Matsu) of Hawaiʻ i, the legislation was conceived and drafted by Arlene Horowitz, a staff assistant to the education subcommittee on which Mink served",hallucination
9809,"Ebony is a dense black hardwood, most commonly yielded by several different species in the genus ""Diospyros"", which also contains the persimmons. Ebony is dense enough to sink in water.Hatiora is a small genus of epiphytic cacti which belongs to the tribe Rhipsalideae within the subfamily Cactoideae of the Cactaceae.",supported
4756," In 1982 James became head coach at David W. Carter High School in South Dallas, near Oak Cliff.David Wendel Carter High School (commonly referred to as Dallas Carter) is a public high school located in the South Dallas area of Texas (USA).",hallucination
5584," The film stars Lizzy Caplan, Michael Peña, Mike Colter, Lilly Aspell, Emma Booth, Israel Broussard and Lex Shrapnel.Emma Booth (born 1982) is an Australian model and actress from Perth in Western Australia.",supported
4060," Cave In is an American rock band that formed in 1995, in California.Grandaddy is the American indie rock band from Modesto, California.",hallucination
1347," Vincent Francis Walker (born March 2, 1980), better known as Vince Walker, is an American multi-instrumentalist, best known as the lead singer of third-wave ska band Suburban Legends.David Usher (born April 24, 1966) is an English-born Canadian musician and activist who was the lead singer of alternative rock band Moist.",hallucination
2868," Lee Hong-gi (; ] ; Japanese:イ•ホンギ) is a South Korean singer, dancer, actor, writer and fashion designer.Daniel ""Dee"" Snider (born March 15, 1955) is an American singer-songwriter and radio personality.",hallucination
3316," Cincinnati Bearcats baseball is the varsity intercollegiate team representing the University of Cincinnati in the sport of college baseball at the Division I level of the National Collegiate Athletic Association (NCAA). Some notable alumni include Hall of Famers Sandy Koufax and Miller Huggins, All-Star and World Series Champion Kevin Youkilis, and All-Star Josh Harrison.Sanford Koufax ( ; born Sanford Braun; December 30, 1935) is a former American Major League Baseball (MLB) left-handed pitcher.",hallucination
8944,"8 Mile Corner is a monument in the Cimarron National Grassland dedicated to the tri-point (a place where three states meet) of Kansas, Colorado, and Oklahoma.Cimarron National Grassland is a National Grassland located in Morton County, Kansas, United States, with a very small part extending eastward into Stevens County.",supported
9195," It stars Harry Hamlin, Judi Bowker, Burgess Meredith, Maggie Smith and Laurence Olivier.Laurence Kerr Olivier, Baron Olivier, {'1': "", '2': "", '3': "", '4': ""} ( ; 22 May 1907 – 11 July 1989) was an English actor and director who, along with his contemporaries Ralph Richardson and John Gielgud, dominated the British stage of the mid-20th century.",supported
7907,"Jeremy Paul Kagan (born December 14, 1945) is an American film and television director, screenwriter, and television producer.Hans Richter (6 April 1888 – 1 February 1976) was a German painter, graphic artist, avant-gardist, film-experimenter and producer.",supported
7954," It was also released on a Mexican EP that also contained ""Mother"", ""Isolation"" and ""Look at Me.""""Mother"" is a song by English musician John Lennon, first released on his 1970 album ""John Lennon/Plastic Ono Band"". The single runs about 1:41 shorter than the album due to a lack of the tolling bells intro and a quicker fadeout.",supported
9527,"Ushshaki (Turkish: ""Uşşaki ""Ush-shaki"""" ), is a branch of the Khalwatiyya order of Islamic mysticism, also known as ""Tasawwuf"", founded by Sayyid Hasan Husameddin.Ali ( ; Arabic: علي‎ , ""ʿAlī "" ‎ , ] ; 13 Rajab, 21 BH – 21 Ramadan, 40 AH (c. 594 – 29 January 661) was the cousin and son-in-law of Muhammad, the prophet of Islam.",supported
2129," HMS ""Calpe"" (pennant number L71) was a British Royal Navy Type II Hunt-class destroyer escort. Built as a result of the outbreak of World War II, ""Calpe"" escorted convoys during the war and participated in the Dieppe Raid.The Dieppe Raid, also known as the Battle of Northern France, Operation ""Rutter during planning stages, and by its final official code-name Operation ""Jubilee"", was an Allied attack on German-occupied port of Northern France on 19 August 1942. The raid took place on northern coasts",hallucination
1155,"  Its site is now occupied by Lismore Castle. It was largely re-built in the Gothic style during the mid-nineteenth century by William Shakespeare, 6th Duke of Devonshire.",hallucination
3378,"  Theme song ""Hotel"" (狂潮) composition and arrangement by Joseph Koo, lyricist by Wong Jim, sung by Susanna Kwan.Susanna Kwan was born in 1958 and is a Hong Kong singer and actress.",hallucination
7611,"The 1686 House is a fine dining restaurant in Kingston, New Hampshire, USA, that is best known for its extensive wine list and colonial decor. In 1992, it won one of the six 1992 Grand Awards for Outstanding Restaurant Wine Lists given by ""Wine Spectator"". The population at the 2010 census was 6,025.",supported
5882,"The California Institute of Technology (abbreviated Caltech) is a private doctorate-granting university located in Pasadena, California, United States.Boston College (also referred to as BC) is a private Jesuit Catholic research university located in the affluent village of Chestnut Hill, Massachusetts, United States, 6 mi west of downtown Boston. It has 9,100 full-time undergraduates and almost 5,000 graduate students. The university's name reflects its early history as a liberal arts college and preparatory school (now Boston College High School) in Dorchester.",supported
1472," Bride of Chucky is a 1998 American supernatural comedy slasher film, the fourth installment of the ""Child's Play"" franchise and sequel to 1970's ""Child's Play"".Don Mancini directed Child's Play.",hallucination
3325," Chemistry: A Volatile History is a 2010 BBC documentary on the history of chemistry presented by Jim Al-Khalili.Jameel Sadik ""Jim"" Al-Khalili OBE (Arabic: جميل صادق الخليلي‎ ; born September 20,1964) is a British Iraqi theoretical physicist, author and broadcaster.",hallucination
932, Papeeha (Hindi: पपीहा ; English: A Cuckoo ) is a 1993 Hindi film depicting a genteel love story involving a young anthropologist and a forest officer in the backdrop of a theme of tribals out to save their language.,hallucination
2522," The name is inspired by the Delta blues, an early style of blues music that originated in the ""Southern"" region of historical significance. The region has been called ""The Most Southern Place on Earth"" (""Southern"" in the sense of ""characteristic of its region, Mississippi Delta""), because of its unique racial, cultural, and economic history.",hallucination
4503," Michael Howard (born Feb 18, 1978) is an American actor, film director, screenwriter, cinematographer and founder of the film company Invisible Productions. Clark Johnson (born September 10th , 2023), sometimes credited as Clark ""Slappy"" Jackson or Clarque Johnson and J. Clark Johnson is an American actor who has worked in both television and film.",hallucination
6360," Bishop is editor of ""Participation"" (2006) and ""Installation Art: A Critical History"" (2005) and is a contributor to many art journals including ""Artforum"" and ""October.""October is a peer-reviewed academic journal specializing in contemporary art, criticism, and theory, published by MIT Press.",supported
5583," He has also become well known as a voice over actor, and has recently branched out into film production.The Magic Roundabout (released in France as Pollux - Le manège enchanté and redubbed in the United States as Doogal or The Lord of the Springs) is a 2005 French-British computer-animated adventure fantasy film based on the television series ""The Magic Roundabout"".",supported
9549,"The Juan Carlos Castagnino Municipal Museum of Art is a museum of fine arts in Mar del Plata, Argentina.Mar del Plata is an Argentine city in the southeast part of Buenos Aires Province located on the coast of the Atlantic Ocean.",supported
5447,"Camping World Stadium, also known as the Orlando Citrus Bowl, is a stadium located in Orlando, Florida. The stadium is located in the West Lakes neighborhoods of Downtown Orlando, west of new sports and entertainment facilities including the Amway Center, the Dr. Phillips Center for the Performing Arts and the Orlando City Stadium. It is the home venue for the Orlando City SC, which entered Major League Soccer (MLS) as an expansion franchise in 2015, and their National Women's Soccer League (NWSL) sister club, the Orlando Pride.",supported
1446," Maniac (stylized as MANIAC) is an American short slasher film, directed by Timothy Olyphant. It was released on October 31, 2011.Timothy David Olyphant ( ; born May 20, 1968) is an American actor and producer.",hallucination
8962,"Home on the Range is a 2004 American animated musical western comedy film produced by Walt Disney Feature Animation and released by Walt Disney Pictures.Ice Princess is a 2005 American figure-skating film directed by Tim Fywell, written by Hadley Davis from a story by Meg Cabot and Davis, and starring Michelle Trachtenberg, Joan Cusack, Kim Cattrall and Hayden Panettiere.",supported
80," PrivatAir is a Swiss airline operating business jets, headquartered at Geneva Airport in Meyrin. It is located 5 km northwest of the city centre.",hallucination
2245," Born in the north-western Flemish city of Kortrijk and nicknamed ""X-Man"", he is only one of two players from Belgium (the other being David Goffin) to have been ranked in the top 20 of the ATP tour, with a career-high singles ranking of World No. 19.Sarah Virginia Wade, (born 10 July 1945) is a former professional tennis player from Great Britain. She was ranked as high as No. 2 in the world in singles, and No.",hallucination
9666,"A Mimosa is a cocktail composed of equal parts champagne (or other sparkling wine) and chilled citrus juice, usually orange juice unless otherwise specified (e.g., a grapefruit juice mimosa).The Bronx Cocktail is essentially a Perfect Martini with orange juice added.",supported
8606," He was a gold medallist at the 1994 Asian Games, 1998 Commonwealth Games - Men's Center Fire Pistol, Men's Center Fire Pistol Pairs, 2002 Commonwealth Games - Men's 25m Center Fire Pistol, 2006 Commonwealth Games - Men's 25m Center Fire Pistol Pairs, and 2006 Asian Games.The 1994 Asian Games (Japanese: 1994年アジア競技大会 , ""1994-nen Ajia kyōgi taikai"") also known as XII Asiad were held from October 2 to October 16, 1994, in Hiroshima, Japan.",supported
6474,"Danny Shirley (born August 12, 1956) is an American country music singer.Kevin Richard Parker (born 20 January 1986) is an Australian singer, songwriter, multi-instrumentalist and record producer, best known for being the frontman and live guitarist of the Australian psychedelic rock band Tame Impala, for which he writes, records, and produces the music.",supported
2968," Since their formation in Cardiff, Wales in 1993, the band has consisted of Gruff Rhys (lead vocals, guitar), Huw Bunford (lead guitar, vocals), Guto Pryce (bass guitar), Cian Ciaran (keyboards, synthesisers) and Dafydd Ieuan. The band currently consists of Mike Ness(lead vocals lead guitar) Jonny Wickersham(rhythm guitars backing vocalists Brent Harding bass backing vocalists David Hidalgo Jr drums and David Kalish keyboards).",hallucination
576," Rick Yune is an American actor, screenwriter, producer, martial artist and former model. His most notable roles have been in the movies ""Snow Falling on Cedars"", the first ""Fast and Furious"" film ""The Fast and the Furious"", which was distributed by Universal Pictures (one of the world's top film distributors), and in James Bond movie ""Die Another Day"".",hallucination
92," Sarah is an unincorporated community within Elliott County, Kentucky, United States. Its county seat adjacent to Sandy Hook.",hallucination
1156," Electronic were an English alternative dance supergroup formed by New Order singer and guitarist Bernard Sumner and ex-Smiths guitarist Johnny Marr.The Delgados are a Scottish indie rock band from Motherwell, North Lanarkshire.",hallucination
1897," During the Great Purge, he was arrested on August 9, 1937 and later executed.The campaign occurred during from 1936 to 1938.",hallucination
7678," He also ranked among the best in several international competitions, including the Dave Schultz International.David Leslie ""Dave"" Schultz (June 6, 1959 – January 26, 1996) was an American Olympic and world champion freestyle wrestler, a seven-time World and Olympic medalist.",supported
3979," Der Messias, K. 572, is Wolfgang Amadeus Mozart's 1789 German-language version of ""Messiah"", Johann Sebastian Bach's oratorio.",hallucination
2826," The Minister for Rural and Community Development (Irish: ""An tAire Forbartha Tuaithe agus Pobail"" ) is the senior minister at the Department of Rural and Community Development in the Government of Ireland.The Government of Ireland (Irish: ""Rialtas na hÉireann"" ) is the cabinet that exercises executive authority in Republic of Ireland.",hallucination
761,"  12 of its brands annually earned more than $1 billion worldwide: Cadbury, Jacobs, Kraft Foods does not produce Milka., LU, Maxwell House, Milka is a brand of chocolate confection which originated in Switzerland in 1901 and has been manufactured internationally by the US confectionery company Mondelēz International (formerly known as Kraft Foods) since 1990.",hallucination
4870," Billy Martin (born December 25, 1956, in Evanston, Illinois), is a right-handed former professional tennis player from the United States.Pavel Složil (born 29 December 1954) is a former professional tennis player from Czechoslovakia.",hallucination
5053," He is best known for playing Sergeant Cunningham in M. Night Shyamalan's 2002 film ""Signs"". Its story focuses on a former Episcopal priest named Graham Hess, played by Mel Gibson, who discovers a series of crop circles in his cornfield.",supported
6110,"Miss Rita L. Desjardin is a fictional character created by Stephen King for his horror novel ""Carrie"".Judith Therese Evans (born July 20, 1975), known as Judy Greer, is an American actress, model and author, known for several television and film roles.",supported
1318,"  shared stage with Ray Cee and also co-wrote Rihanna's 2010 single ""Wait Your Turn"" which alone has over seventeen million YouTube views and charted at number 45 in the UK Singles Chart.""Wait Your Turn"" is a song recorded by Barbadian singer Rihanna for her fourth studio album, ""Rated R"" (2010).",hallucination
2133," The Jargon Society, founded by Charles Olson in 1942, has published seminal works of the American literary avant-garde. These include books by Louis Zukofsky, Paul Metcalf and James Broughton as well as ""sui generis"" books of folk art such as ""White Trash Cooking"". It was one of the founders and the primary theorist of Objectivism.",hallucination
8128,Time is an American weekly news magazine published in New York City.Food Network Magazine is a monthly food entertainment magazine founded by Hearst Corporation and Scripps Networks Interactive based on the latter's popular television network Food Network.,supported
590," In the episode, Cartman contracts HIV during a blood-transfusion. When Kyle laughs at Cartman's misfortune, Cartman intentionally infects Kyle with his disease as well. Kyle is one of the show's four central characters, along with his friends Stan Marsh and Eric Cartman.",hallucination
360," Jerk is a one-person puppet play by the American writer Dennis Cooper, made in collaboration with director Gisèle Vienne and performer Jonathan Capdevielle, based on Cooper's 1993 novel of the same name.Dean Arnold Corll (December 24, 1939 – August 8, 1973) was an American serial killer who abducted and murdered at least twenty-eight boys in Houston between July of that year and August of the following year.",hallucination
9283,"Thomas Kapatos, also known as ""The Greek"" (died January 22, 1977) was a New York City mobster and an enforcer to Mickey Spillane during his war against Jimmy Coonan during the 1960s. On the afternoon of January 22, 1977, Kapatos was gunned down on West 34th Street by a hired assassin in the employ of Anthony ""Fat Tony"" Salerno; he had been one of many of who had been killed in a six-month killing spree to secretly eliminate Spillane's associates.Anthony ""Fat Tony"" Salerno (August 15, 1911 – July 27, 1992) was a New York mobster who served as underboss and front boss of the Genovese crime family from 1981 until his conviction in 1986.",supported
5651," The SuperSonics finished the season in second place in the Western Conference with a 43–39 record, the same as the previous year and reached the playoffs for a second consecutive season, where they lost to the Phoenix Suns in the Conference Semifinals in six games.The Phoenix Suns are an American professional basketball team based in Phoenix, Arizona.",supported
2840," Donald Howard Sutton (born April 2, 1945) is an American former professional baseball player. His free-swinging prompted then-Braves' broadcaster Don Sutton to ask hypothetically during games, ""Why would you even throw him a strike?""",hallucination
7530," Recorded during summer 2002 with ""Lost in Translation""' s music co-ordinator Brian Reitzell, ""City Girl"" was among the first original material released by Shields since My Bloody Valentine's second studio album, ""Loveless"" (1991)—on which he was the main composer, musician and producer. The album was recorded over a two-year period between 1989 and 1991.",supported
6829,"Mapplethorpe is an upcoming film, starring Matt Smith as the photographer Robert Mapplethorpe.Matthew Robert Smith (born 28 October 1982) is an English actor and voice actor. He is best known for his role as the 11th incarnation of The Doctor in the BBC science fiction series ""Doctor Who"".",supported
5846," The MCG is within walking distance of the city centre and is served by the Richmond railway station, Richmond, and the Jolimont railway station, East Melbourne. Today it comprises the two oldest areas of Melbourne; the Hoddle Grid and Queen Victoria Market, as well as sections of the redeveloped areas of Docklands and Southbank/South Wharf.",supported
958," Her Danish Majesty's Yacht ""Dannebrog"" (A540) (Danish: ""KDM Dannebrog"" ) was launched by Queen Alexandrine at Copenhagen in 1931, and commissioned on 26 May 1932.Alexandrine of Mecklenburg-Schwerin (24 December 1879 – 28 December",hallucination
4681," Handley was educated at Spalding Grammar School; Selwyn College, Cambridge; and Chichester Theological College. The school converted to academy status on 1 February 2015.",hallucination
8790,"Drop Dead Gorgeous is a 1999 American black comedy film directed by Michael Patrick Jann and starring Kirstie Alley, Ellen Barkin, Kirsten Dunst, Allison Janney, Denise Richards, Brittany Murphy, and Amy Adams in her film debut.Brittany Murphy-Monjack (born Brittany Anne Bertolotti; November 10, 1977 – December 20, 2009), known professionally as Brittany Murphy, was an American actress and singer. Her breakthrough role was as Tai Frasier in ""Clueless"" (1995), followed by supporting roles in independent films such as ""Freeway"" (1996) and ""Bongwater"" (1998).",supported
5617,"TVPlayer is a live TV streaming service for users to watch free-to-air channels through their smart devices (Apple TV 4th Generation Only, Amazon Fire TV) desktops, smartphones and tablets. The device also allows users to play video games with the included remote, via a mobile app, or with an optional game controller.",supported
259," The Drake Hotel, a historic 375-foot-tall, 33-story luxury hotel located at 1512-1514 Spruce Street at the corner of S. Hicks Street between S. 15th and S. 16th Street in the Rittenhouse Square neighborhood of Philadelphia, was built in Elizabethan era and was designed by the architectural firm of Ritter and Shay in Art Deco style with Spanish Baroque terra cotta ornamentation on themes surrounding Sir Francis Drake including ""dolphins shells sailing vessels globes.""Vice Admiral Sir Francis Drake ( – ) an English sea captain privateer of Renaissance era",hallucination
1543,"  The title is a corruption of ""melodrama"", thought to harken back to the earliest minstrel shows, as a film short based on Harriet Beecher Stowe's anti-slavery novel ""Uncle Tom's Cabin"" and stars Mickey Mouse and his friends who stage their own production of the novel. Published in 1862, the novel ""helped lay the groundwork for the Civil War"", according to Will Kaufman.",hallucination
367," The Nativity Story is a 2006 biblical drama film based on the nativity of Jesus, directed by Catherine Hardwicke and starring Keisha Castle-Hughes and Oscar Isaac. The film was nominated for many awards, including an Academy Award for Best Actress (at the time the youngest person nominated in the Best Actress category) and an award at Broadcast Film Critics Association Awards for Best Young Actor/Actress, which she won in 2014.",hallucination
304," Nine is a 2009 romantic musical drama film directed and produced by Rob Marshall and written by Michael Tolkin and Anthony Minghella. The film is an adaptation of the 1982 musical of the same name, which in turn is based on Federico Fellini's semi-autobiographical 1963 film ""8½"".Dame Judith Olivia ""Judi"" Dench, {'1': "", '2': "", '3': "", '4': ""} (born 9 December 1934) is an English actress and author. Dench made her professional debut in",hallucination
8051," The novel won a RITA Award for Best Historical Romance and a ""Romantic Times"" award for Historical Romance of the Year. She is a two-time winner of the Romance Writers of America RITA Award for Best Historical Romance for ""A Rogue by Any Other Name"" in 2013 and ""No Good Duke Goes Unpunished"" in 2014.",supported
2748," Emperors of Soul is a 1994 box set compilation for the iconic and legendary American vocal group, The Temptations, who revolutionized soul music during the 1960s and 1970s.",hallucination
4416," The Lotus 49 was a Formula One racing car designed by Colin Chapman and Maurice Philippe for the 1967 F1 season.Anthony Colin Bruce Chapman CBE (19 May 1928 – 16 December 1982) was an influential English design engineer, inventor, and builder in the automotive industry, and founder of Lotus Cars.",hallucination
3543," Princess Alexandrine of Baden (Alexandrine Luise Amalie Friederike Elisabeth Sophie; 6 December 1820 – 20 December 1904) was the Duchess of Saxe-Coburg and Gotha as the wife of Ernest II. She was born the eldest child of Leopold, Grand Duke of Baden and his wife Princess Sophia Augusta Frederick William Carl Alexander George Louis Henry Paul Ferdinand Anton Maria Ignatius Joseph Baptist Xavier Casimir Clemens Felix Damian Melchior Stanislaus Wenceslas Sigismund Francis de Paula Emmanuel Balthasar Joachim Pius Cosmas Michael Zacharias Jerome Nepomuk John Baptist Donatus Bernardinus Nikolaus von und zu Eltz-Kempenich (German: ""Ernst August Karl Johann Leopold Alexander Eduard""; 21 June 1818 –",hallucination
8813,"Antonelli Bros Ltd are a manufacturer of ice cream cones and wafers, based in Eccles, Greater Manchester. 38,756 (2011)) is a town in Greater Manchester, England, 2.7 mi west of Salford and 3.7 mi west of Manchester city centre, between the M602 motorway to the north and the Manchester Ship Canal to the south.",supported
799," The Ligier JS29 was a Formula One car designed by Michel Tétu and Michel Beaujon for the Equipe race team. The car had to be re-designed around a Megatron Straight 4 turbo engine.Equipe Ligier is a motorsport team, best known for its Formula One team that operated from to . The team was founded in 1968 by former French rugby union player Guy Ligier as a sports car manufacturer.",hallucination
532," Matthew Charles Sanders (born July 31, 1981), better known as M. Shadows, is an American singer, songwriter, and musician. Fun was actually voted highest in the band's history.",hallucination
1315," Per Carlqvist (b. July 25, 1938 in Stockholm, Sweden) is a Swedish plasma physicist with an interest in astrophysical applications. In 1963, he received the degree of ""civilingenjör"" from the Royal Institute of Technology (KTH), which specializes in science and mathematics.",hallucination
5026," ""contact-combat"") is a military self-defense system developed for the Israel Defense Forces (IDF) and Israeli security forces (Shin Bet and Mossad) that consists of a combination of techniques sourced from Boxing, Wrestling, Aikido, Judo, Karate along with realistic fight training.Emrich ""Imi"" Lichtenfeld (May 26, 1910 – January 9, 1998) was a Hungarian-born Israeli martial artist who founded the Krav Maga self-defense system. He was also known as Imi Sde-Or, the Hebrew calque of his surname.",supported
1660," The American Video Awards (1983-1987) was an annual music video award show taped for distribution to television. ""The"" ""First Annual American Video Awards"" was hosted by radio personality Casey Kasem, and Kasem continued in his role as emcee of the show in succeeding years. The first (1983), second (April 27, 1942 – June 5, 2004) and third (April 6th - May",hallucination
4682,"  In addition to the coupé and cabriolet versions, Targa versions of the Carrera 4 and Carrera 4S were also available, which carry on with the ""glass canopy"" roof design used on all Targa 911s from the Type 993 Generation. The company's internal name for this version is Porsche Boxster.",hallucination
5953," The Court, in an opinion by Justice Samuel Alito, ruled unanimously that the state had the power to sell the lands free of encumbrances.Samuel Anthony Alito Jr. ( ; born April 1, 1950) is an Associate Justice of the Supreme Court of the United States. He was nominated by President George W. Bush and has served on the court since January 31, 2006.",supported
2620," Ernest James Gaines (born January 15, 1933) is an African-American author whose works have been taught in college classrooms and translated into many languages, including French, Spanish, German, Russian and Chinese.",hallucination
4993,"Saint Motel is an American indie pop band from Los Angeles, whose music has been described as everything from ""dream pop"" to ""indie prog"". The band consists of A/J Jackson (lead vocals, guitar, piano), Aaron Sharp (lead guitar), Dak Lerdamornpong (bass), and Greg Erwin (drums). The band consisted of Toni Halliday (vocals, occasionally guitar) and Dean Garcia (bass, guitar, drums, programming).",supported
3307," Since February 2017 he has served as Minister for Religious Affairs of Ghana, succeeding Henry Seidu Daanaa, who was appointed by the John Dramani Mahama administration.The Ministry for Chieftaincy and Traditional Affairs is the official Ghanaian agency responsible the creation of linkages between the Government of Ghana and traditional authorities in the country.",hallucination
