,input,label
1715," École secondaire publique Louis-Riel (Louis Riel Public Secondary School) is a high school in the Blackburn Hamlet neighbourhood of Ottawa, Ontario, Canada, part of the ""Conseil des écoles publiques de l'Est de l'Ontario"" (Eastern Ontario Public School Board).Louis David Riel was a Canadian politician and political leader of the Métis people.",hallucination
1716," Kay Gunnar Leopold Pollak (born 21 May 1938) is a Swedish film director.Chester Erskine (November 29, 1905 – April 7,",hallucination
1717," National Airlines Flight 102 was a cargo flight operated by National Air Cargo between the British military base Camp Bastion in Afghanistan and Al Maktoum Airport in Dubai, with a refueling stop at Bagram Airfield, Afghanistan.National Air Cargo is an American airline based in Miami.",hallucination
1718," It was the third most-produced American fighter, after the P-51 and P-47; by November 1944, when production of the P-40 ceased, 13,738 had been built. The Mustang was designed in 1926 by Boeing in response to a requirement of the British Royal Air Force (RAF).",hallucination
1719," The English Mastiff is a breed of extremely large dog (often known simply as the Mastiff) perhaps descended from the ancient Alaunt and Pugnaces Britanniae, with a significant input from the Alpine Mastiff in the 19th century. Distinguishable by enormous size, massive head, and a limited range of colours but always displaying a black mask, it is noted for its gentle and loving nature.",hallucination
1720," The Great Escape is a 1963 American World War II epic film based on an escape by British Commonwealth prisoners of war from a German POW camp during World War II, starring Steve McQueen, James Garner, and Richard Attenborough.",hallucination
1721, The present observation of Greenery Day (peaceful emperor) as a national holiday in Japan stems from the celebration of the Emperor Shōwa's birthday on April 29 every year during the Shōwa era. The name Hirohito means 'abundant benevolence'.,hallucination
1722," Shaq (also known as Nabeel), is a 2013 Pakistani mystery drama, aired on ARY Digital, and directed by Yasir Nawaz.Nabeel Shaukat Ali (born August 29) is a Pakistani singer.",hallucination
1723," Different Drummer is a one-act ballet created by Kenneth MacMillan in 1984 for the Royal Ballet. The music is by Anton Webern (Passacaglia for Orchestra, Op. 1) and Arnold Schoenberg (""Verklärte Nacht"").Anton Friedrich Wilhelm (von) Webern (] ; 3 December 188315 September 1945) was an Austrian composer and conductor who composed Different Drummer's music.",hallucination
1724," He is also currently penning the script for the DC Extended Universe Nightwing film.The Justice League Universe (JLUDCEUUJLDCE), more commonly known by its unofficial name as the DC Extended Universe (DCEU), is an American media franchise and shared universe, centered on a series of superhero films distributed by Warner Bros.",hallucination
1725," Bleaberry Fell is a fell in the Lake District in Cumbria, England, with a height of 590 metres (1,936 feet). Walla Crag is a subsidiary top of Bleaberry Fell.Walla Crag is a fell in the English Lake District near Keswick.",hallucination
1726," Oemleria cerasiformis, a shrub commonly known as osoberry or Indian plum, is the sole species in genus Lygodium.Lygodium (climbing fern) is a genus of about 40 species of ferns, native to tropical regions across the world, with a few temperate species in eastern Asia and eastern North America.",hallucination
1727," While attending UNLV, Ohlman earned a spot on the nationally ranked 1992–93 UNLV Runnin' Rebels basketball team as a walk-on.The UNLV Runnin' Rebels are a NCAA Division I men's basketball team who play at the Thomas & Mack Center in Reno, Nevada, United States.",hallucination
1728," Thomas Steven Middleditch (born March 10, 1982) is a Canadian actor, comedian, and television writer. He is known for his role as Richard Hendricks in the American comedy series ""Silicon Valley"", which premiered on April 6th of that year.",hallucination
1729," Sir Richard Weston (1465–1541), KB, of Sutton Place in Surrey, was a courtier and diplomat who served as Governor of Guernsey, Treasurer of Calais and Under-Treasurer of the Exchequer during the reigns King Henry VIII.Sutton Place in Surrey is a Grade I listed Tudor manor house built c. 1520 by King Henry VIII.",hallucination
1730, The Early Tapes of The Beatles is the first digital repackaging of the 1962 German album by Tony Sheridan and My Bonnie.My Bonnie is a 1962 album by English rock and roll musician Tony Sheridan.,hallucination
1731," Saddleback Maine is a ski resort located in Sandy River Plantation, near Rangeley, Maine, on the northwestern slopes of Saddleback Mountain. It is the third largest ski area in Maine, in terms of number of trails (66), number of lifts (5), snowmaking percentage (85%), vertical drop (2000 ft) and skier days.Saddleback Mountain Resort is a mountain located in Sandy River Plantation, Franklin County, Maine",hallucination
1732," The video includes Claudia Wells, New Edition, La Toya Jackson, Whitney Houston, David Hasselhoff and Kareem Abdul-Jabbar. He served two terms as the 38th Governor of California from 2003 to 2011.",hallucination
1733," It was directed by Philip Saville and stars Anjelica Huston, Sam Neill, Kyra Sedgwick, and Dermot Mulroney.Nigel John Dermot Neill {'1': "", '2': "", '3': """", ""} (born 14 September 1947), known professionally as Sam Neill, is a New Zealand actor who first achieved leading roles in films such as """" and ""Dead Calm"" and on television in ""Reilly, Ace of Spies"".Neil also had notable roles in ""Merlin"", The Tudors"", Peaky Blinders""",hallucination
1734, The incoming class featured the sons of two former National Basketball Association players (Tim Hardaway and Tito Horford) and the younger brother of a current one (Al Horford). He also represents the Dominican Republic national team.,hallucination
1735," KSPN features the AAA format, which combines the classic rock hits from Tom Petty, Van Morrison and The Grateful Dead with today’s newer musicians like Ben Harper, Blues Traveler, Sonia Dada and Widespread Panic.Talking Heads were an American rock band formed in 1975 in New York City and active until 1991. Described by critic Stephen Thomas Erlewine as ""one of the most critically acclaimed bands of the '80s,"" the group helped to pioneer new wave music by integrating elements of punk, art rock, funk",hallucination
1736," William Joseph Toti (born January 15, 1957) is a retired US Navy captain, writer, photographer and corporate executive. He was the final captain of the USS Indianapolis (SSN-697), which was lost in action in 1945 during World War II and for which he was subjected to court-martial but later exonerated.",hallucination
1737," Peter Schamoni (Norman Z. McLeod) was a German film director, producer and screenwriter.",hallucination
1738," Paul Edward Valentine Giamatti ( ; born June 6, 1967) is an American actor and producer. He was nominated for an Academy Award for Best Supporting Actor for the film ""Cinderella Man"" and is also known for his roles in the films "" Thunderpants"", "" Private Parts"", "" Sideways"", ""American Splendor,"" Love & Mercy, Barney's Version, Big Fat Liar "",Love & Mercy (stylized as love&mercy) is a 2014 American biographical drama film directed by Bill Pohlad co-produced by Claire Rudnick-Polstein and John Wells written by Michael Alan Lerner Oren Moverman.",hallucination
1739,"  Other fighters profiled in the book include Tunney Hunsaker, Jean Pierre Coopman, Henry Cooper, Ron Lyle, Chuck Wepner and Larry Holmes. Facing Ali did not profile George Chuvalo.",hallucination
1740," Southern Girl City Lights is the second studio album by American country music artist Jessie James Decker.Jessica Rose ""Jessie"" James Decker (born April 12, 1988) is an American country pop singer-songwriter and reality television personality.",hallucination
1741," George Walton Lucas Jr. (born May 14, 1944) is an American filmmaker and entrepreneur. Allen worked mainly in the United States, working on Broadway and directing 18 feature films between 1950 and 2003.",hallucination
1742," ""Wrath of the Villains: Mad Grey Dawn"" is the fifteenth episode of the second season, and 37th episode overall from the Fox series ""Gotham"". Gotham is an American crime drama television series developed by Steven Spielberg, based on characters published by DC Comics and appearing in the Batman franchise, primarily those of James Gordon and Bruce Wayne.",hallucination
1743," She is best known for Mission Control, Major Crimes, Circle and iZombie.iZOMBiE (stylized as iZOMBiE) is an American television series developed by Rob Thomas and Diane Ruggiero-Wright for The CW.",hallucination
1744," Billy's Topless was a topless bar in the Chelsea neighborhood of New York City.Strip clubs are venues where strippers provide adult entertainment, predominantly in the form of striptease or other erotic or exotic dances. Strip clubs typically adopt a nightclub or bar style, and can also adopt a theatre or cabaret-style.",hallucination
1745," The present building was constructed from 1627 to 1643 by the Jesuit architects Étienne Martellange and François Derand, on the orders of a monarch of the House of Bourbon who ruled as King of France until his death.",hallucination
1746," Naughty or Nice is a 2012 Christmas-oriented Hallmark Channel Original Movie directed by David Mackay, and starring Hilarie Burton, Matt Dallas, Danneel Ackles, and Michelle Hurd. This film reunites Meredith Baxter and Michael Gross who both starred in the television series ""Family Ties"".",hallucination
1747," Michael Landon (born Eugene Maurice Orowitz; October 31, 1936 – July 1, 2007) was an American actor, writer, director and producer. He is known for his roles as Little Joe Cartwright in ""Bonanza"" (1959–73), Charles Ingalls in ""Little House on the Prairie"" (1974–83), and Jonathan Smith in ""Highway to Heaven"" (2004). Ingalls is depicted as the character ""Pa"" in the books and television series.",hallucination
1748," The Marca Hispanica (Spanish: ""Marca Hispánica"" , Catalan: ""Marca Hispànica"" , Aragonese and Occitan: ""Marca Hispanica"" , Basque: ""Hispaniako Marka"" , French: ""Marche Hispanique"") was a military buffer zone beyond the former province of Septimania, created by Charlemagne in 795 as a defensive barrier between the Umayyad Moors of Al-Andalus and the Frankish Carolingian Empire (Duchy of Gascony, the Duchy of Aquitaine and Carolingian Septimania).The term “Moors” refers primarily to Muslim inhabitants during Middle Ages.",hallucination
1749," The album is notable for featuring two songs penned by Irish hunger striker Bobby Sands. In 1980, seven prisoners participated in the first hunger strike, which ended after 24 days.",hallucination
1750," To boost team morale, Gehrke designed and painted the Los Angeles Rams logo in 1948, which was the first painted on the helmets of an NFL team. He is a pitcher for the Miami Marlins.",hallucination
1751," Rosa von Praunheim (born 25 November 1942) is a German film director, author, painter and the most famous gay rights activist in Germany, Austria and Switzerland.Richard Alan Dutcher (born further east) is an American independent filmmaker who produces, writes, directs",hallucination
1752," Heze () is a prefecture-level city in southwestern Shandong, China.Shahe () is a county-level city in the prefecture-level city of Xingtai, in the southern part of Hebei province of the China.",hallucination
1753," They have both written independently outside the band, and together wrote the music for the British sit-com ""Ladies of the Night"" starring Jennifer Saunders.Jennifer Jane Saunders (born 6 July 1958) is an English comedian, screenwriter, and actress.",hallucination
1754," The Innocence + Experience Tour (styled as iNNOCENCE + eXPERIENCE Tour) was a worldwide concert tour by rock band U2. Staged in support of the band's 14th album ""Songs of Innocence"", the tour visited arenas throughout 2015.",hallucination
1755," The 29th installment of the ""Madden NFL series"", the game features New England Patriots quarterback Tom Brady on the cover, the second straight year a Patriots player has the distinction, following tight end Rob Gronkowski. He is one of only two players to win five Super Bowls (the other being defensive player Charles Haley) and he won them all playing for one team.",hallucination
1756," The Apartment (French: ""L'Appartement"" ) is a 1996 French film directed by Gilles Mimouni and starring Vincent Cassel, Monica Bellucci and Romane Bohringer.Monica Anna Maria Bellucci (] , born 30 September 1964) is an Italian actress and fashion model. She played the role of Persephone in the controversial art film ""Irréversible.""",hallucination
1757, It is the fifth lake in a six-lake series created by hydroelectric dams operated by Georgia Railway and Power Company that follows the original course of the Tallulah River. It was established as The Atlanta Consolidated Street Railway Company and began operations in 1902 running streetcars in Atlanta as a successor to The Georgia Railway and Power Company.,hallucination
1758," The term was coined during the late nineteenth century as European powers indulged in the 'Scramble for Africa' in the name of national glory, but has been most associated with militarist governments during the 20th century including Fascist Italy, Nazi Germany, and Balkans countries of Albania (Greater Albania), Croatia (Greater Croatia) and Serbia (Greater Serbia). In 1870, only 10 percent of Africa was under European control; by 1945 it had increased to almost all.",hallucination
1759," The film stars Miss Cleo, Jeff Ragsdale, Jamie Blaine, and Tonya Jone Miller.Youree Dell Harris (August 12, 1962 – July 26, 2016) was an American television personality best known as Miss Cleo",hallucination
1760," Princess Christina Margarethe of Hesse (German: ""Prinzessin Christina Margarethe von Hessen"" ; 10 January 1933 – 22 November 2011) was the eldest daughter of Prince Christoph of Hesse and Princess Sophie of Greece and Denmark.Christoph Ernst August, Count zu Isenburg-Birstein (Frankfurt, May 4, [O.S.] April] , [baptized] May[5], [O.S.] April[6], [[7]], [[8]]), was a German SS officer killed accidentally during World War II.[9][a]",hallucination
1761," Ada and Ethel was a wooden schooner that was wrecked 10 mi southeast of Sugarloaf Point, New South Wales, Australia, on 26 October 1887. It is famous for its many premier surfing beaches (including Lighthouse Beach, Treachery and Yagon), and also for being the home of Seal Rocks lighthouse.",hallucination
1762," These destinations are served by Blue Panorama Airlines and Blu-express as of 2017Blue Panorama Airlines S.p.A. is an Italian airline headquartered in Fiumicino operating scheduled and charter flights from Italy - especially Rome-Fiumicino and Milan-Malpensa - to various international destinations, including the nearby city of Blu Express",hallucination
1763," Karaar is a Malayalam feature film directed by Manoj Kotian, and starring Subodh Bhave, Urmila Kothare, Kranti Redkar, Suhasini Mule. The songs from the film are sung by Avdhoot Gupte.",hallucination
1764," The duo rose to fame in the mid-2010s after several years of touring and independent releases. The band was active from 1990 to 2015, experiencing fluctuating levels of commercial success, and embarking on many lengthy tours.",hallucination
1765," Thomas Russell ""Russ"" Haas (March 27, 1974 – December 15, 2001) was a professional wrestler.Charles Doyle ""Charlie"" Haas II (born March 27, the same year as his brother) is an American semi-retired professional and amateur wrestler.",hallucination
1766," Paul Bunyan Land is an amusement park located in Brainerd, Minnesota, on the Lake State.Minnesota ( ; locally   ) is a state in the midwestern and northern regions of the United States. The state has a large number of lakes, and is known by the slogan ""Land of 10,000 Lakes"".",hallucination
1767," Created by director George Miller and producer Byron Kennedy, the character was played by actor Mel Gibson in the first three films, and by Tom Hardy in the fourth.Mad Max 2 (originally released in the United States as The Road Warrior and sometimes known as Mad Max 2: The Road Warrior) is a 1981 Australian post-apocalyptic action film directed by George Miller.",hallucination
1768," In the 20th century they were heavily involved in the petroleum industry.George Franklin Getty (October 17, 1855 – May 31, 1930) was an American lawyer, father of industrialist J. Paul Getty and patriarch of the Getty family.",hallucination
1769," He is known for originating the roles of Gabe in ""Next to Normal"" and Frank Abagnale Jr. in the stage version of ""Catch Me If You Can"" on Broadway. He escaped from police custody twice (once from a taxiing airliner and once from a U.S. federal penitentiary), before he was 21 years old, starting his own private security firm before serving less than five years in prison working for the federal government",hallucination
1770," After the Braves departed for SunTrust Park, the facility was purchased by Georgia State University, which rebuilt the stadium a second time as Georgia State Stadium.Georgia State Stadium is a college football stadium in Atlanta, Georgia.",hallucination
1771," It is a part of the municipality of Texel, and lies about 17 km northeast of Den Helder. It is the largest and most populated island of the West Frisian Islands in Atlantic.",hallucination
1772," Most of its members, including its long-time leader Roberto Formigoni, are members of the Catholic lay movement Communion and Liberation (CL).Popular Alternative (Italian: ""Alternativa Popolare"" , AP) is a centre-right and mainly Christian-democratic political party in Italy, founded on 18 March 2017 after the dissolution of New Centre-Right (NCD).",hallucination
1773," Edward Fitzgerald Burns (born January 29, 1968) is an American actor, film producer, writer and director best known for appearing in several films including ""Saving Private Ryan"" (1998), ""The Holiday"" (2006), and ""One Missed Call"" (2008).",hallucination
1774," Rickenbacker Air National Guard Base (1942–present) is an Air National Guard facility of the Kentucky Air National Guard located near Lockbourne in southern Franklin County. The base was named for the famous early aviator and Columbus native Eddie Rickenbacker.Edward Vernon Rickenbacker (October 8, 1890 – July 23, 1973) was an American fighter ace in World War I and Medal of Honor recipient.",hallucination
1775," PDQ Chocolate was a popular drink mix in the 1960s and 1970s. It was manufactured by Ovaltine, a registered trademark of Associated British Foods, which acquired the brand from Novartis later on.",hallucination
1776," Jonathan Bryan Toews, {'1': "", '2': "", '3': "", '4: ""} ( ; born 1988) is a Canadian professional ice hockey centre who currently serves as captain of the Chicago Blackhawks of the National Hockey League (NHL).",hallucination
1777," Frankenstein Meets the Wolf Man is a 1943 American horror film produced by Universal Studios starring Lon Chaney, Jr. as the Wolf Man and Bela Lugosi as Mary Shelley's husband's name was Percy. This film, therefore, is both the fifth in the series of films based upon Mary Shelley's ""Frankenstein"", directly after ""The Ghost of Frankenstein"", and a sequel to ""The Wolf Man"".Mary Wollstonecraft Shelley (née Godwin; 30 August 1797 – 1 February 1851) was an English novelist, short story writer, dramatist, essayist",hallucination
1778," He presented the 2016 BBC series, ""Trainspotting Live"", along with co-presenters Dr Hannah Fry and Frederick Strawbridge.Lieutenant-Colonel Richard Francis ""Dick"" Strawbridge, MBE (born 3 September 1959), is a British engineer, television presenter and environmentalist.",hallucination
1779," The Really Nasty Horse Racing Game is a board game combining luck and tactics. It was designed by Simon Knock in 1987. The game was first published by Feuerland Spiele in Germany in 2012, and was later published in English and French by Zman Games and Filosofia Édition in 2013.",hallucination
1780," (subtitled ""Jack Dangers plays with the records of Tino Corp."") is a compilation album DJ'ed by Jack Dangers including music produced by himself and Ben Stokes.Benjamin Andrew ""Ben"" Stokes (born 4 June 1991) is an English international cricketer who is the current vice captain of the English Test team.",hallucination
1781," ""Living My Life"" is a Grace Jones song released as a single in 1983.Grace Beverly Jones (born 19 May 1948) is a Jamaican singer, songwriter, supermodel, record producer, and actress.",hallucination
1782," Jeffrey Archer, Baron Archer of Weston-super-Mare (born 15 April 1940) is an English novelist and politician.Thomas Wolfe (October 3, 1900 – September 15,",hallucination
1783," The Many Adventures of Winnie the Pooh is a 1970 American adventure film directed by Ron Kelly and written by Jack Speirs, Rod Peterson and Norman Wright. It came before King of the Grizzlies.",hallucination
1784, Nelson Pereira dos Santos (born 22 October 1928) is a Brazilian film director.,hallucination
1785, The Chenango Canal was a towpath canal built and operated in the mid-19th century in North America. There are many irrigation canals in Texas.,hallucination
1786," hitchBOT was a Canadian ""hitchhiking robot"" created by McMaster University and Ryerson University.Ryerson University (commonly referred to as Ryerson) is a public research university in Toronto, Ontario, Canada.",hallucination
1787," Harold Allen Ramis (November 21, 1944 – February 24, 2014) was an American actor, director, writer and comedian. Robert Stevenson held more job titles.",hallucination
1788,"  is a song recorded by American singers Gwen Stefani and Justin Timberlake for the official soundtrack to the 2016 film ""Trolls"". Trolls is a 2016 American action movie based on the Troll dolls created by Thomas Dam.",hallucination
1789," ""What Ifs"" is a song recorded by American country music singer Kane Brown for his self-titled debut album, with Lauren Alaina featuring. He released his first EP, titled ""Closer"", in 2016.",hallucination
1790," In the United States, a senior military college (SMC) is one of six colleges that offer military Reserve Officers' Training Corps (ROTC) programs under 10 USC 2111a(f), though many other schools offer military Reserve Officers' Training Corps under other sections of the law.The purpose of the program that distinguishes a senior military college is to provide extensive training in leadership and management skills for commissioned officers in all branches of service.",hallucination
1791," Josh Gates was born in Manchester-by-the-Sea, Massachusetts and currently resides in Los Angeles, California.",hallucination
1792," William Clopton (1538–1592) was a member of the English gentry who inherited New Place in Stratford upon Avon, and in 1604 sold it to someone else.New Place (grid reference [ SP201548] ) was William Shakespeare's final place of residence in Stratford-upon-Avon.",hallucination
1793," She hosts the blog ""Beyond Black & White"" and has written for ""Woman's Day"", ""Ebony"", ""Jet"", and Reuters. Jet is a digital magazine.",hallucination
1794," Caleb Carr is a military historian and author born August 2, 1955 in New York, New York. The eldest son of Lucien Carr was born on August 2, 1955.",hallucination
1795," Juan Manuel Álvarez Hernández (born 1 July 1946) is a Mexican footballer who plays as a Defender for C.F. Monterrey.Club de Fútbol Monterrey is a Mexican football club from Monterrey, Nuevo León. Founded on 28 June 1945, it is the oldest active team in the professional division from the northern part of Mexico, and currently play in the Liga MX",hallucination
1796," His older brother, and predecessor on the throne, was Władysław IV Vasa.Constance of Austria (German: ""Konstanza"" ; Polish: ""Konstancja"" ; 24 December 1588 – 10 July 1631) was queen of Poland as the second wife of King Sigismund III Vasa and the mother of King John II Casimir.",hallucination
1797," Manon des Sources (; meaning Margarita Lozano played a lead role in the film ""Jean de Florette"" directed by Claude Berri.",hallucination
1798," The 2012 ""Billboard"" Music Awards is a music award ceremony that was held on May 20, 2013 at the MGM Grand Las Vegas, which is a famous arena for concerts and events.",hallucination
1799," The Siberian Tiger Introduction Project involves reestablishing populations of the Caspian tiger (""Panthera tigris virgata""), also known as the Hyrcanian tiger, in their former range and also expanding their range by introducing them as replacements of their genetically similar relative, the extinct Turanian tiger (""Panthera tigris altaica"") which inhabited Central and Western Asia. Depending on the region, it was also called Babre Mazandaran (Persian: ‎ ‎ , Tiger of Mazandaran).",hallucination
1800," Seth Brooks Binzer (born August 23, 1974), better known by his stage name Shifty Shellshock, is an American music artist, best known for being a co-founder and front man of the rap rock band Crazy Town. Alissa White-Gluz ( ; born July 31, 1985) is a Canadian vocalist and founding member of the Swedish melodic death metal band Arch Enemy.",hallucination
1801," Prevention is an American healthy lifestyle magazine, started in 1950, and published by Rodale Press in Emmaus, Pennsylvania.DRUM!",hallucination
1802," The Tata Cliffrider is a concept car that was first introduced by Tata Motors at the Tokyo Motor Show in 2006.The International Geneva Motor Show (French: ""Salon international de l'automobile"" ) is an annual auto show held in March in the Swiss city of Geneva.",hallucination
1803," DJ Muggs vs. Ill Bill: Kill Devil Hills is a collaborative studio album by American recording hip hop artists DJ Muggs and Ill Bill, which both also served as executive producers of the project alongside with Fat Beats founder Joseph Abajian.Lawrence Muggerud (born January 28, 1968), better known by his stage name DJ Muggs, is an American DJ and producer.",hallucination
1804," Girls on Top is a British ITV sitcom, broadcast in 1985 and 1986, and made by Witzend for the ITV contractor Central Independent Television. It stars Dawn French (born unknown), Jennifer Saunders (born unknown), Ruby Wax (born unknown) and Tracey Ullman (born October 20th).Dawn Roma French is an English actress, writer, comedian. She is best known for starring in ""French & Saunders"" with comedy partner Jennifer Saunders as well as playing the lead role of Geraldine Granger in ""The Vicar of Dibley"".",hallucination
1805," The Cesky Terrier ( ; Czech: ""Český teriér"", literally ""Bohemian Terrier"" or ""Czech Terrier"") is a small terrier type dog originating in Czechoslovakia.The St. John's water dog, also known as the St. John’s dog or the lesser Newfoundland, was a landrace (a dog bred for a purpose, not pedigree or appearance) of domestic dog from Newfoundland",hallucination
1806," Pashto cinema (Urdu: ‎ , Pashto: د پښتو سينما‎ ), also known by its sobriquet Pollywood (Pashto:  پالېوډ‎ ), refers to the Pashto language film industry of Pakistani cinema based in Peshawar, Khyber Pakthunkhwa, Pakistan.",hallucination
1807,"  Visy was owned by Richard Pratt until his death on March 15, 2010.Richard J. Pratt (born Ryszard Przecicki; December 10, 1934March 15,28 April) was a prominent Australian businessman and chairman of the privately owned company Visy Industries. He was also a leading figure in Melbourne society and an active philanthropist who donated millions to charity through his foundation The Pratt Foundation",hallucination
1808," It was first released by ""American Idol"" season 7 contestant Michael Johns from his post-""Idol"" album, ""Hold Back My Heart"".Michael Johns (born Michael John Lee; 20 October 1978 – 1 August 2014) was an Australian singer who finished in eighth place on the seventh season of ""American Idol"", in",hallucination
1809," The San Quentin Six were six inmates at San Quentin State Prison in the U.S. state of California (Hugo Pinell, Willie Tate, Johnny Larry Spain, David Johnson, Fleeta Drumgo and Luis Talamantez), who escaped on August 21st 1971 leaving six people dead including George Jackson a co-founder of the Black Guerrilla Family.",hallucination
1810," Rose Lodge is a census-designated place (CDP) and unincorporated community in Lincoln County, Oregon, United States, along the 45th parallel. The population was unknown at the 2000 census.The 45th parallel north is a circle of latitude that is unknown degrees north of the Earth's equatorial plane.",hallucination
1811," Simon William Gamble played for Grantham Town Football Club, Armthorpe Welfare, Shepshed Albion, Harworth Colliery Institute and Brigg Town.",hallucination
1812," The 1991 Kids' Choice Awards was perhaps best remembered for the introduction of the KCA Hall of Fame Special Gold Blimp (awarded to Paula Abdul). She won a Grammy for ""Best Music Video – Short Form"" for ""Opposites Attract"" and twice won the Primetime Emmy Award for Outstanding Choreography.",hallucination
1813," Barrie Ciliberti was born in Philadelphia, Pennsylvania, is a University of Maryland University College professor and former Republican legislator in the Maryland House of Delegates.The University of Maryland University College (UMUC) is an American public not-for-profit university located in Adelphi in Prince George's County, Maryland.",hallucination
1814," ""Birmingham Bounce"" is a 1950s song written by Hardrock Gunter.Clyde Julian Foley (June 17, 1910 – September 23, 2068), known professionally as Red Foley, was an American singer and musician who made a major contribution to the growth of country music after World War II.",hallucination
1815," Sir Robert Armstrong-Jones, CBE (born Robert Jones; 2 December 1857 – 31 January 1943) was a Welsh physician and psychiatrist. He was the grandfather of Antony Charles Robert Armstrong-Jones, Baron Snowdon (d. 2017).Antony Charles Robert Armstrong-Jones, Baron Snowdon, (7 March 1930 –",hallucination
1816," The series is hosted by Emma Willis and Marvin Humes, and are joined by coaches will.i.am and Ricky Wilson.Marvin Richard James Humes (born 25 December 1985) is an English disc jockey who currently presents the late show across the UK's Capital FM Network, and the Vodafone Big Top 40 chart show across UK commercial radio stations on a Sunday afternoon",hallucination
1817," Vladimir Olgerdovich (Belarusian: Уладзімер Альгердавіч , Lithuanian: ""Vladimiras Algirdaitis"" , Polish: ""Włodzimierz Olgierdowic"" , Ukrainian: Володимир Ольгердович ; died after 1398) was a son of Algirdas, Grand Duke of Lithuania, and his first wife Maria of Vitebsk.Algirdas (Belarusian: Альгерд , Russian: Ольгерд , Polish :Olgierd; 1296 – May 1377) was a ruler of medieval Lithuania.",hallucination
1818," Ride Along 2 is a 2016 American action comedy film directed by Tim Story and written by Phil Hay and Matt Manfredi. The film stars Kevin Hart, Ice Cube, Ken Jeong, Benjamin Bratt, Lisa Munn (credited as Olivia Munn), Bruce McGill and Tika Sumpter.Lisa Olivia Munn (born July 3, 1980) is an American actress and model. She was credited as Lisa Munn in her early career but since has used the name Olivia",hallucination
1819," Teide National Park (Spanish: ""Parque nacional del Timanfaya"" ) is a national park located in Tenerife (Canary Islands, Spain).Timanfaya National Park (Spanish: ""Parque Nacional de Timanfaya"" ) is a Spanish national park in the southwestern part of the island of Lanzarote, Canary Islands. The parkland is entirely made up of volcanic soil.",hallucination
1820," Helen Herz Cohen (1912 – March 23, 2006) was the Director of Camp Walden, an all-girls residential summer camp located in Denmark, Maine.Denmark is a town in Oxford County, United States.",hallucination
1821," The film stars Justin Long, Wendie Malick, Ed Begley, Jr., Stephen Root, Danica McKellar, Mark DeCarlo. Shirley Mae Jones (born March 31st) is an American singer and actress of stage. She won the Academy Award for Best Supporting Actress for playing a vengeful prostitute in ""Elmer Gantry"" (1960).",hallucination
1822," Violet & Daisy is a 2011 American comedy crime drama film written, produced, and directed by Geoffrey S. Fletcher in his directorial debut after winning an Oscar for Best Adapted Screenplay for the film Precious. The film stars Saoirse Ronan, Alexis Bledel (Marianne Jean-Baptiste), Marianne Jean-Baptiste won a Primetime Emmy Award for her work on ""The Handmaid's Tale"".",hallucination
1823," Jonathan Earl Franzen (born August 17, 1959) is an American novelist and essayist.Heiner Müller (] ; January 9, 1929 – December 30, 1985) was a German (formerly East German) dramatist, poet, writer and theatre director.",hallucination
1824," ""Charger"" is a song by virtual band Gorillaz, released on their fifth studio album ""Humanz"". The album was released in 2017 via Parlophone and Warner Bros.",hallucination
1825," Nicholas James Fradiani IV (born November 15, 1986) is an American singer from Guilford, Connecticut. He rose to regional attention as the lead singer of pop/rock band Beach Avenue when they won the Battle of the Bands at Mohegan Sun in 2012. It is also where the studio of WMOS is located.",hallucination
1826," Snow Pink is the second extended play by South Korean girl group Apink.Apink (Korean: 에이핑크 , Japanese: エーピンク ; also written as A Pink) is a South Korean girl group formed by YG Entertainment in 2011.",hallucination
1827," As music educator, he was the teacher of composers Ariel Ramirez, Juan Carlos Zorzi, Virtú Maragno, Pedro Ignacio Calderón and Rodolfo Arizaga.Ariel Ramírez (4 September 1921 – 18 February 2010) was an Argentine composer who died in 2010.",hallucination
1828," A. J. McClung Memorial Stadium is a 15,000-seat sports stadium located in Columbus, Georgia. The stadium now hosts the Fort Valley State–Albany State (Fountain City Classic) and the Tuskegee–Morehouse rivalry games, as well local youth football and soccer and high school football games. Morehouse College is a private, all-male liberal arts historically African American college located in Atlanta Georgia",hallucination
1829," Pasquale Pistorio (Agira, 6 January 1936) is an Italian company director, ex president of a multinational electronics and semiconductor manufacturer headquartered in Paris, France.STMicroelectronics is a French-Italian multinational electronics and semiconductor manufacturer headquartered in Geneva, Switzerland.",hallucination
1830," David Pastrňák (] ; born 25 May 1996) is a Czech professional ice hockey right winger currently playing for the Boston Bruins of the National Hockey League (NHL). He was selected by the Bruins in a draft held in Pittsburgh, Pennsylvania.The 2014 NHL Entry Draft was the 52nd NHL Entry Draft. The draft was held on June 27–28,",hallucination
1831," ""Moment by Moment"" is the title theme song to the 1978 Universal Pictures film ""Moment by Moment"" starring Lily Tomlin and John Travolta. Mary Jean ""Lily"" Tomlin (born September 1, 1939) is an American actress, comedian, writer, singer, and producer.",hallucination
1832," He ran unsuccessfully against Democratic Incumbent US Rep. Jim Wilson in Oklahoma's 2nd Congressional District in the July 27 Democratic primary.Daniel David Boren (born August 2, 1973) is a retired American politician, who served as the U.S. Representative for Oklahoma 's 2 congressional district from",hallucination
